title	id	genre	description	created_at	permalink_url	user_id	like_count	artwork_url	last_modified	label_name	display_date	duration	reposts_count	kind
adele	224663807	World		2016-05-13T12:15:58Z	https://soundcloud.com/mohamed-shaban-770833085/sets/adele	226426508	570	https://i1.sndcdn.com/artworks-000535039302-u3wa8f-large.jpg	2020-08-02T07:22:21Z		2016-05-13T12:15:58Z	129320543	40	playlist
